MDA-MB-231 cells - No treatment [Sample 1]	MDA-MB-231 cells - only 5-ALA [Sample 2]	MDA-MB-231 cells - FECH siRNA + 5-ALA [Sample 3]	MDA-MB-231 cells - Allstar siRNA + 5-ALA [Sample 4]	MDA-MB-231 cells - No treatment [Sample 5]	MDA-MB-231 cells - only 5-ALA [Sample 6]	MDA-MB-231 cells - FECH siRNA + 5-ALA [Sample 7]	MDA-MB-231 cells - Allstar siRNA + 5-ALA [Sample 8]	MDA-MB-231 cells - No treatment [Sample 9]	MDA-MB-231 cells - only 5-ALA [Sample 10]	MDA-MB-231 cells - FECH siRNA + 5-ALA [Sample 11]	MDA-MB-231 cells - Allstar siRNA + 5-ALA [Sample 12]	
8013919	246.8843	246.6879	298.3607	271.9138	253.3783	280.1268	271.9416	216.1166	268.1753	265.6564	279.0905	267.9788
8013923	640.6058	669.7548	927.0224	736.0275	775.6088	820.5114	1039.6433	724.5534	886.6639	815.2551	1078.1189	859.8297
8013947	124.4667	113.3558	130.2426	114.7393	127.3387	125.3607	130.8956	131.8326	121.0852	127.502	150.4442	135.4439
8013965	378.1576	353.4128	479.3942	389.2794	378.8554	385.6876	536.5877	392.8778	412.6397	419.613	488.3773	432.3009
8013985	214.0133	193.6721	191.8846	219.5816	189.5964	176.7058	181.4825	165.0529	198.6449	193.6838	194.2024	199.9701
8013987	48.7975	57.2947	56.7585	56.5458	42.2647	46.2017	40.4262	74.2258	54.32	49.7878	52.5062	50.0554
8013989	83.1081	83.1655	80.4682	78.9091	82.8104	81.8368	79.5852	85.0707	79.0217	77.1408	78.3214	89.2052
8014008	970.0005	873.3367	1072.7474	939.737	913.3651	926.442	1121.3574	979.4561	1141.6699	1133.4464	1208.1766	1060.3827
8014023	88.9997	83.8572	82.1144	99.3688	72.8885	79.7267	87.9752	70.2597	89.4289	89.466	79.2145	76.4181
8014025	40.0485	41.4473	39.6926	40.6111	42.7693	41.6405	35.7947	40.77	41.1807	41.1895	40.3357	43.3415
8014033	26.8493	28.6278	27.6676	28.8304	27.5711	30.3014	28.8305	29.2931	25.8165	27.4141	25.7585	31.7635
8014035	147.9071	142.7093	134.9222	164.7262	123.8865	121.4679	132.4051	152.2155	138.333	113.7073	131.3713	139.5421
8014037	352.8035	352.5807	422.027	409.1824	346.9355	343.7725	350.9627	322.9851	356.689	340.8223	327.0949	317.2548
8014047	221.3131	214.202	237.2369	210.9943	169.8894	190.5409	199.6199	171.3749	180.2263	207.4405	177.5278	181.3363
8014057	44.1115	47.5878	43.2916	50.4867	37.6758	43.9689	45.4983	43.2783	41.4366	48.8896	49.4599	46.0154
8014063	3708.1306	3666.2085	4703.7295	4184.53	4271.328	4132.8525	5083.2314	4485.2124	3213.6018	3938.2756	5749.8545	4932.306
8014066	999.1528	978.9047	1396.1722	1195.2683	1041.6829	1049.1968	1371.3613	1203.321	586.4733	1039.9431	1404.1472	1279.3624
8014071	50.7077	57.406	54.9693	51.19	48.9416	45.2032	50.836	52.7818	50.9036	53.119	51.2083	52.4562
8014073	549.0121	507.286	609.9859	582.0426	578.784	577.1395	636.4352	634.5241	589.7073	636.1896	640.262	618.5339
8014081	533.1649	580.4005	540.9924	513.203	457.8861	532.2059	510.6767	436.0537	478.5697	530.7029	487.1906	450.1773
8014100	548.7067	532.4656	606.196	525.2346	528.3589	517.5548	556.1739	543.1422	459.7343	563.5875	563.3309	526.0297
8014113	26.1805	27.5194	26.3942	27.3895	27.8101	26.5608	26.5907	28.3689	27.0395	26.5532	26.4627	26.3786
8014115	68.073	57.3041	61.2772	53.3727	66.322	61.0898	65.5094	53.4339	61.0903	67.2266	73.9975	68.5744
8014140	78.0915	82.9375	68.7737	79.9249	75.3926	71.4193	76.4836	71.7318	78.6025	85.2705	74.8328	87.3194
8014142	29.3578	33.8891	30.6169	31.3492	29.6394	26.0177	30.3472	33.5724	28.736	30.2947	30.7537	29.8027
8014144	53.802	54.1282	47.8116	53.9484	52.2141	55.1875	55.2179	49.7989	48.33	52.4724	50.6174	56.1135
8014158	50.7243	47.1515	44.8593	48.1085	49.3223	49.3719	41.6829	54.8521	54.9039	41.817	48.416	57.1145
8014160	95.84	91.2458	79.9553	83.0239	85.7267	76.6614	96.3042	85.7197	83.0957	73.8086	90.5827	84.8308
8014167	34.1266	31.7922	32.9732	30.4337	33.3234	31.1826	32.5661	31.2203	31.221	30.4382	32.2069	32.6344
8014169	61.046	65.3105	65.3818	66.0105	57.4198	64.1662	67.2136	66.0724	73.0013	57.5882	61.2112	73.1792
8014172	68.9041	79.2002	59.8544	68.4015	68.5783	71.0777	57.9794	66.9866	64.125	72.6486	64.0747	73.7089
8014189	831.3632	844.2103	1027.1017	998.4096	885.2734	898.9256	1039.3673	912.9879	797.5515	847.665	1031.1072	961.0631
8014197	26.1372	28.8543	27.6382	29.0223	25.537	27.5217	29.0777	28.0731	25.2041	26.7833	27.7165	26.5121
8014199	328.7339	291.3208	305.5375	342.9446	265.3607	285.3771	310.1313	313.4919	278.901	282.5792	299.9878	314.699
8014214	309.8139	297.9953	314.4012	273.9694	299.6223	312.4146	334.5246	296.7671	298.4072	307.1984	328.9047	305.6143
8014230	125.8404	145.6377	122.0498	138.0165	151.9404	130.99	101.8547	95.8457	181.9171	119.8438	137.5285	117.488
8014233	49.8234	48.7191	48.7984	45.4515	48.9298	45.8852	52.9444	47.9854	46.743	47.6316	58.9029	54.3968
8014241	356.9821	344.7731	310.595	363.7809	310.0648	296.653	290.7572	297.9476	239.2767	377.0674	281.8162	282.2695
8014248	686.6024	644.1967	725.127	614.0104	522.5631	563.3812	693.4675	565.6165	491.8866	502.4991	575.5334	453.716
8014257	117.5054	128.762	109.5568	152.2193	96.0378	154.8951	152.0527	141.088	120.8466	115.2973	155.9003	144.7991
8014259	32.2394	33.0268	34.4292	34.7596	29.8993	32.2143	32.2282	35.3669	35.7447	33.3463	29.2019	31.9026
8014264	387.766	349.3449	186.4656	402.813	372.2831	418.4475	190.6024	344.443	214.355	392.1784	162.2677	352.859
8014269	146.5759	163.094	154.5481	137.6458	166.9736	169.1724	140.7885	171.1765	156.3068	143.9082	150.1058	182.5638
8014282	110.0729	113.0589	118.9062	121.2825	127.4635	123.3152	123.1389	120.7356	124.109	114.5832	132.103	129.8313
8014298	72.6727	70.3166	66.4468	66.1578	64.0548	66.2392	68.5997	72.3906	68.2872	65.3106	71.6937	72.9001
8014316	130.1691	139.302	150.5528	125.6859	143.2141	149.2162	148.3797	136.4929	169.3751	141.9405	158.885	161.9779
8014326	210.4313	194.7965	167.747	189.5039	179.8248	195.1854	173.7074	184.162	153.0949	173.845	155.5757	167.5695
8014334	49.2401	44.6243	45.2179	43.6725	47.1572	44.3937	49.0814	51.4946	46.8702	46.4913	50.2639	54.1052
8014342	68.9206	72.7964	70.4268	74.2277	82.0257	68.235	72.7395	82.9628	75.2666	72.1005	73.0879	79.1595
8014349	75.8686	73.6959	73.952	68.6606	75.9308	74.0216	75.8371	73.1951	76.1795	69.611	73.239	79.7387
8014361	44.2306	41.5545	46.4492	43.1788	51.5971	47.2864	46.6423	46.7286	45.9451	46.0115	50.8287	47.9426
8014369	135.0469	132.2284	124.9531	121.2454	140.979	132.7249	135.859	143.2327	121.0557	119.6959	125.6162	154.222
8014376	588.3074	706.2837	492.3257	609.3082	534.0566	612.3331	482.9581	644.2814	608.1653	549.0018	473.704	553.5785
8014391	231.5361	244.8044	225.9969	220.3017	223.1019	230.9952	237.9283	259.9741	238.439	214.2186	251.2395	245.5056
8014397	551.8946	648.9511	462.4302	583.9909	513.8098	572.0637	446.6651	609.6224	573.3285	539.3483	446.9957	518.8741
8014414	231.0304	244.6727	226.2127	221.1813	223.2547	230.8583	237.9283	259.8812	238.8557	214.5564	251.1183	245.7635
8014420	584.1287	699.6492	487.65	629.1169	533.5842	611.1324	468.9248	643.2929	607.3403	571.2542	474.2262	550.1683
8014435	33.8648	32.9142	33.0919	33.6105	30.8231	34.6744	31.4354	31.9818	32.3566	34.2151	36.7452	34.6616
8014437	582.3536	696.1045	486.8313	629.4363	528.8699	609.6483	467.2065	642.1313	605.4662	572.3152	479.1073	548.3656
8014452	36.2308	47.1888	39.7862	44.8532	46.6748	50.067	44.7386	48.5295	47.0369	51.5441	49.7917	49.9345
8014454	1103.9163	1107.9445	1053.8783	1099.362	1104.6932	1111.9847	1072.73	1068.8448	1133.8535	1113.8446	1107.4155	1099.403
8014485	214.2609	236.4424	217.5489	221.1318	257.4855	221.3691	243.2782	225.7104	244.4386	197.2837	246.0823	248.633
8014487	793.6493	760.7898	506.0657	808.4581	725.0215	807.7439	509.0183	757.0104	861.711	802.0306	489.3287	703.2564
8014551	661.6972	668.3548	715.2937	645.2261	641.8123	677.9252	717.1503	645.2997	669.7751	757.0089	747.2342	650.9857
8014574	1238.9933	1240.4923	1338.6564	1162.8438	1092.1923	1227.254	1323.3004	1039.2915	1209.0746	1284.7941	1229.174	1212.2911
8014591	68.6633	67.112	71.7905	67.7065	68.4563	71.4537	69.0897	70.8425	72.9593	72.8802	69.8469	80.3901
8014603	588.6283	698.5731	483.4992	630.3848	526.543	610.253	465.6035	639.0912	607.0261	570.6613	466.7177	552.9534
8014633	578.967	691.2477	480.8346	617.1879	524.2062	603.5685	465.3097	633.5522	598.2383	567.804	462.5896	548.53
8014648	34.0084	33.2351	33.1075	33.752	30.9581	34.7372	31.5595	31.8592	32.6381	34.2656	36.7261	34.7017
8014650	1690.1005	1955.1022	1372.5239	1839.3195	1571.6091	1685.0264	1225.2052	1711.5808	1781.6306	1626.5104	1246.2284	1626.8745
8014664	192.3472	306.097	240.7147	222.1344	165.4433	190.6372	176.6507	282.5702	219.7451	167.5618	163.0325	164.9168
8014666	118.7282	133.9663	109.6459	120.8136	126.3424	120.9394	113.2878	120.5822	125.6797	109.8899	125.6334	138.0892
8014679	133.8274	128.6449	125.9563	127.053	143.0299	134.7774	134.4243	147.0673	128.0067	118.3542	138.4271	133.2493
8014700	103.408	117.9201	126.8013	115.8134	127.3894	118.4249	137.3006	110.5936	144.2197	140.0046	162.5371	144.4939
8014702	98.8588	104.7694	98.9243	102.687	109.2725	110.8388	104.9351	100.4163	144.2484	123.1919	138.6402	152.3864
8014704	274.1469	277.0919	195.1267	260.1498	227.2112	219.6148	179.9248	322.8281	297.4623	249.9468	217.4934	230.8719
8014706	864.8419	813.395	911.5103	881.3061	834.8021	878.4976	986.4199	882.0093	942.7468	800.2955	916.0825	823.3915
8014723	1093.9623	1047.0259	1195.5708	1247.4797	1055.8031	1129.8865	1259.0887	1243.6061	1138.1616	1137.555	1240.2478	1206.5717
8014738	377.4351	348.4534	383.86	307.2953	338.6485	343.2283	411.862	314.7233	316.3997	385.4833	409.6281	358.1601
8014749	377.5331	339.9911	353.1207	355.1819	294.4825	284.868	346.4685	305.1187	354.9374	346.8858	337.5934	265.7882
8014755	372.1618	439.139	464.3505	344.6502	217.3865	246.8151	452.9984	222.9889	441.3253	463.6614	686.4982	456.2298
8014757	30.0721	31.3125	30.1626	34.1861	32.8126	32.9767	31.2038	31.4901	30.8079	33.1656	31.3994	34.2432
8014768	149.7033	129.8906	118.8125	159.4604	146.6303	150.8767	119.1702	172.6452	142.9991	138.2514	122.0553	162.2764
8014787	66.128	68.2742	60.8525	63.7403	70.9528	69.3416	61.4143	64.4484	59.415	60.5187	73.8162	69.4636
8014794	496.3664	523.8754	528.5466	486.4207	504.9229	547.7652	581.7078	474.0028	540.2842	562.2784	550.6406	463.4637
8014812	142.278	164.4995	133.0359	134.7549	156.1913	145.9542	149.6032	148.1742	139.9612	128.8358	152.5653	157.0165
8014825	922.7021	888.6305	478.1862	937.9594	936.3336	924.0991	502.8491	984.6484	738.1844	844.0883	452.3017	835.9965
8014841	2158.948	2238.9392	1583.5378	1619.7483	2277.8381	2331.567	1734.6451	1680.4474	1888.5934	2207.0466	1622.2054	1708.9769
8014861	24.1639	24.8332	23.2953	24.095	24.3053	24.5748	24.4101	24.3304	23.9671	24.9448	24.4523	24.3589
8014863	57.3395	60.2818	58.7443	49.7602	48.5645	52.3604	40.1777	65.0375	55.953	53.1886	47.9615	56.8163
8014865	189.739	190.4613	179.0963	167.6814	191.3992	189.7225	161.0996	207.131	194.0475	173.1169	178.7567	214.6792
8014871	235.0265	224.6904	202.1507	255.5732	229.6463	257.7463	184.04	236.6055	213.5052	227.6753	183.5013	256.1437
8014882	1494.4083	1571.4292	1358.0463	1616.679	1438.37	1456.5928	1386.2109	1598.5868	1476.9196	1539.7958	1441.4243	1561.4303
8014891	99.7208	91.3174	107.9753	109.8436	102.4162	89.8862	96.1951	97.0636	89.8997	82.9594	84.0041	98.2495
8014903	84.5416	97.5522	73.7265	91.5764	75.7402	87.8489	71.9038	107.2825	149.8404	105.576	83.1316	105.7619
8014916	231.3145	237.5505	261.2412	275.8848	228.836	243.5665	287.6002	259.6387	255.0658	230.5207	272.3909	244.8848
8014925	1575.133	1542.3394	1414.6937	1711.3433	1657.2803	1629.6678	1434.4939	1589.6831	1720.8756	1610.382	1526.6753	1684.8687
8014954	29.8531	29.1427	27.9344	29.4921	29.4889	29.0602	30.8964	28.1651	29.0777	29.1668	32.8407	31.3021
8014956	463.9097	465.5604	446.2118	558.0414	558.364	616.9893	556.5293	559.0122	451.8255	560.0585	570.0548	654.4294
8014969	361.0141	385.6194	341.7346	364.055	385.2228	384.2388	331.8916	382.1313	368.4606	315.2731	372.0787	398.6824
8014974	3651.757	3719.284	3679.3245	3637.1453	3515.0996	3442.7954	3293.398	3470.415	3458.6772	3518.9229	3047.145	3571.067
8015014	26.4965	25.7284	26.1902	26.3852	24.5113	25.6812	24.8305	26.0776	24.9579	26.3096	25.2626	25.2739
8015016	139.1819	131.2246	156.9973	130.3905	127.8263	126.6586	169.9983	144.5205	143.5737	144.4306	209.3672	201.586
8015031	131.5166	107.852	128.2301	114.1653	115.6373	102.0972	113.565	115.9963	113.6294	110.3985	112.1894	125.2591
8015037	64.5251	61.4078	67.8124	56.9118	61.9206	63.433	50.9459	61.3874	66.1799	55.2617	46.0212	58.3627
8015039	765.9465	836.5956	604.2089	741.7339	783.1214	820.9247	716.1304	731.686	851.4681	844.8456	661.3516	805.7263
8015049	27.721	29.1668	29.7358	27.912	28.3751	29.3178	29.1622	30.8568	28.3117	29.1794	28.4416	32.7524
8015060	50.6517	51.5579	47.875	50.7298	52.037	47.5473	51.6629	52.5819	50.8108	45.9357	48.6988	55.9772
8015070	54.3671	54.2659	57.2811	52.6596	56.8983	59.0528	53.2022	56.5495	57.0472	54.7688	59.2342	57.6362
8015078	51.4237	50.2961	50.2694	45.5578	51.7436	53.3209	52.852	49.7283	46.2707	43.6141	46.7619	49.8893
8015087	85.1513	71.0241	80.8583	77.5118	86.79	81.4676	81.248	86.6462	83.0857	91.5672	89.3434	82.2937
8015095	33.7733	33.118	32.4284	33.8448	31.581	30.515	32.2256	33.1674	31.7018	31.039	32.1437	31.8719
8015104	84.09	82.403	88.2636	81.919	82.992	81.6199	88.7958	80.2708	73.8664	78.0552	84.8768	81.2687
8015115	73.3269	67.3897	73.621	68.6033	73.8684	74.6368	71.0896	89.3001	82.0631	71.5319	68.6399	76.7149
8015124	61.0389	67.2421	64.4399	67.76	72.8734	75.3112	69.3105	69.8534	69.5209	71.6087	70.3716	69.6021
8015133	72.047	77.9636	64.8719	77.4967	67.1612	80.5342	67.5372	80.1372	80.1368	67.3818	79.468	94.8103
8015144	61.271	66.7986	63.0814	69.9252	68.855	63.6177	69.7491	67.2197	65.4359	70.3361	70.3279	69.6791
8015152	60.887	66.1942	61.0019	60.6305	59.0203	64.6711	63.0576	64.4789	68.5772	57.6981	62.0222	63.4327
8015163	29.2843	28.7661	29.2605	30.0932	30.5053	29.003	31.5411	29.9996	29.0777	31.2401	28.0726	30.1965
8015169	56.853	55.2933	55.422	57.3538	58.3298	56.0445	56.3078	60.0514	57.1278	55.4843	57.5326	59.2665
8015173	77.9464	79.2403	73.9279	75.7269	79.3228	77.2089	79.6696	81.0909	79.7974	74.3476	80.393	87.9483
8015179	172.8262	182.2743	168.0578	172.4204	190.2616	164.2391	165.0063	174.4739	169.4283	165.4577	176.7455	178.9461
8015187	395.3048	432.894	485.0429	489.4286	470.0847	428.7286	430.023	522.2036	477.5111	433.7012	469.2048	525.0138
8015189	194.9796	197.8315	193.3637	193.9029	201.7677	209.8712	198.6908	220.3074	203.6972	181.9249	200.0946	208.1734
8015196	248.4778	268.6788	244.9199	247.7115	259.2147	240.4727	250.2119	263.5507	252.7477	220.197	248.9605	274.4131
8015206	1350.7799	1476.9176	3817.2285	1106.9114	1287.559	1388.8047	4166.38	1059.9127	865.6508	1344.2192	4531.607	1321.7174
8015208	1358.5308	1469.9204	3788.9553	1107.1681	1296.4705	1391.5226	4162.8726	1025.3301	860.7377	1348.0889	4500.1772	1335.7402
8015210	1281.2303	1373.4999	4049.4734	999.7762	1087.4902	1305.1853	4196.357	830.2461	705.2969	1262.8992	4341.5522	1116.8481
8015214	559.8132	596.7936	1475.6521	480.3614	537.6266	604.55	1441.8201	491.5067	460.2497	577.633	1526.5336	544.4855
8015218	372.0742	399.9191	404.1216	385.1916	360.9997	370.011	372.5479	400.5183	393.0365	325.4968	441.2685	403.3196
8015221	374.9525	409.8702	400.1011	413.5085	390.4506	368.5398	370.8521	397.9364	402.6678	329.8205	468.8604	425.2236
8015223	255.8103	277.1388	267.1783	253.4152	255.7668	248.8684	269.6144	280.5943	251.5997	231.698	292.0418	275.1238
8015230	355.3952	384.2449	372.0759	367.0396	359.5194	360.3221	371.502	382.6615	380.8462	319.9828	450.2831	416.949
8015232	118.595	133.9112	119.526	119.7071	123.2202	113.1797	131.1172	126.778	119.0755	112.8234	116.6047	129.4283
8015236	244.2613	263.757	269.3857	235.8874	247.2554	265.0094	320.73	262.2834	252.07	225.9098	294.286	254.243
8015240	89.5312	90.1788	80.4436	85.254	88.3608	92.8482	92.36	93.3135	93.7047	88.2207	92.5998	86.5872
8015242	278.2314	308.1768	295.805	253.4417	291.2686	275.0124	348.9197	267.9621	283.1542	264.4556	312.3791	282.2027
8015247	150.7824	180.4565	165.8902	161.2992	181.9099	155.021	145.1972	180.9062	165.7757	164.6442	201.608	181.0001
8015252	184.1935	199.389	210.3005	224.0336	204.3474	189.8392	216.0423	211.8442	198.3797	219.4092	172.9654	239.0924
8015257	156.6016	200.82	146.0005	170.0399	158.7508	154.1186	174.4088	172.9558	175.5077	157.9951	156.5837	169.7412
8015262	151.8647	142.1125	133.0298	123.9106	137.9767	132.9759	140.3639	109.9272	152.0431	130.5107	136.5055	128.7501
8015268	239.8886	189.602	353.4473	182.805	204.9827	188.9961	371.0908	200.635	203.3744	281.9243	413.2915	205.2947
8015273	108.4667	99.5543	108.7329	104.5869	104.4191	111.3347	105.4793	103.8997	95.5945	84.7	114.347	113.6333
8015280	126.9941	130.389	121.0681	134.9861	139.3047	141.456	130.2063	106.8468	115.8101	126.1736	133.633	116.7011
8015287	89.5947	103.5275	86.4283	97.2112	97.851	96.6978	77.999	105.8287	106.3689	94.2608	107.8786	107.8591
8015293	95.8302	103.0699	100.4499	91.1082	87.8267	90.8218	95.9748	96.4011	98.6642	86.9855	98.8339	101.3513
8015301	124.943	108.632	126.346	116.6782	128.2764	117.5917	124.2591	109.9022	120.8635	124.2836	116.4786	126.9755
8015312	47.9241	48.4697	42.9317	47.4534	49.0973	48.2938	50.9762	47.4081	52.7974	46.0814	48.1036	49.8834
8015323	169.4624	187.4884	186.9936	164.1023	185.4796	176.5459	161.7242	214.4315	181.1399	160.2818	186.6212	195.62
8015337	75.6779	70.6763	82.0336	83.3989	83.5222	73.7644	94.7269	74.3612	82.208	77.5747	88.8639	85.675
8015349	1219.6737	1205.383	814.1696	1117.1414	1341.6807	1355.2432	841.7285	987.9356	1570.7784	1358.8539	855.4162	1146.7202
8015357	51.7098	55.1998	50.221	50.6824	53.7882	51.6229	51.949	56.6011	48.5866	45.248	51.2027	50.2706
8015366	189.3628	226.5634	188.8767	182.3191	209.3924	221.6643	208.3488	216.4169	204.04	181.0499	213.4297	229.4312
8015376	196.7586	200.2996	207.5747	189.5924	200.3814	186.8691	206.1661	220.4164	188.0612	195.6359	195.0241	191.5432
8015387	232.6894	268.1729	275.0393	250.0148	260.6295	237.9929	219.5023	277.0615	259.0116	256.6347	283.0116	280.5525
8015396	110.4137	107.2491	105.2795	101.6572	112.7101	102.7275	109.3424	125.9462	120.889	103.7506	104.3003	113.335
8015410	121.1307	129.3331	111.7136	137.5743	141.6058	117.4457	117.2047	120.084	124.9527	109.3305	118.4638	136.5176
8015412	1407.5475	1280.7762	1167.7401	1560.3458	1557.7539	1470.1202	1168.9177	1488.5591	1341.1804	1286.0276	964.9958	1406.7308
8015432	178.6754	183.6664	217.5264	205.1246	191.4204	188.7245	234.7464	190.6353	183.0129	174.2068	208.837	189.0951
8015445	1279.811	1198.3413	1333.6499	1198.4633	1202.1161	1236.1412	1306.7269	1256.2595	1267.2307	1228.83	1127.6893	1236.8447
8015456	396.4077	400.286	366.3655	399.0451	376.3718	381.3608	379.5993	375.2143	376.2923	405.1849	356.5692	379.5753
8015460	2216.7168	2264.6968	2150.9436	2296.9941	2308.8582	2327.253	2195.682	2297.8538	2902.739	2443.8208	2310.6763	2550.47
8015490	1282.8062	1273.1128	1163.6893	1011.1313	1230.791	1216.9795	1105.761	988.8297	1224.5116	1311.0771	1016.7961	969.4035
8015503	103.4155	93.8647	120.2632	103.1381	113.3797	113.52	111.2366	111.188	106.2234	100.5119	114.8391	119.5049
8015511	186.4851	179.588	185.3341	195.1272	184.0833	181.4028	189.9224	202.201	169.3908	167.9473	190.463	208.9925
8015526	779.4764	744.3257	902.1064	799.092	830.118	803.7335	916.4187	835.4075	874.9341	898.8392	917.4567	831.8414
8015545	6455.4995	6580.2617	7013.524	6820.368	6847.2466	6970.9316	7427.3335	6999.296	6688.2983	6833.325	6912.542	6812.088
8015554	153.2689	137.6368	155.9088	148.1852	156.1505	146.1048	128.1654	152.1921	155.9632	143.6054	169.7636	147.7202
8015572	152.9998	163.1704	169.3205	162.3074	184.8148	149.4813	156.2873	177.1526	167.8486	147.6298	165.3538	174.2157
8015575	220.3922	177.9677	191.3109	228.5858	203.3958	225.7208	198.0811	208.7835	202.1866	211.1144	200.5013	215.9455
8015590	736.9481	732.9948	910.407	751.5314	671.3449	705.4518	855.807	691.8912	719.5632	700.4776	893.9338	686.6223
8015607	2752.819	2646.6162	2846.8267	3623.541	2687.4912	2860.1174	2856.3599	3479.094	2763.2888	2667.2615	2919.1523	3458.9368
8015635	820.0116	779.145	903.5414	834.617	924.9922	876.1177	922.3486	781.4989	804.1372	810.8825	868.3397	801.988
8015642	216.5186	183.6483	253.4129	202.8202	198.3758	207.453	240.1964	212.1801	177.8364	218.1442	223.7294	216.9095
8015655	1002.0393	1112.0507	937.2125	1189.305	1011.6741	1023.0734	893.9919	1130.2106	852.2201	936.3403	920.7832	1241.3936
8015665	183.369	178.1508	174.9171	190.173	176.9067	185.0114	184.4073	162.6216	172.3367	150.602	197.9979	187.0586
8015681	136.0201	140.7911	153.6921	123.6988	166.6726	148.786	141.8297	122.354	150.4986	129.3321	187.8855	175.6829
8015685	711.6633	698.9545	1090.3577	752.1871	721.0222	740.7889	1079.6534	774.87	490.7495	703.6063	1027.0254	696.1023
8015706	129.166	125.6799	130.2616	142.0959	119.6783	135.3901	134.1531	132.5932	132.4955	134.9601	156.1138	139.9199
8015712	546.1258	443.8138	582.6274	577.7455	483.4112	483.8814	523.869	444.0918	497.7911	514.4825	476.1084	451.9007
8015715	562.437	539.9759	475.5199	594.0402	567.8789	565.3328	483.1057	605.012	505.1974	591.6227	505.3458	620.9216
8015730	135.0079	153.3178	157.2955	171.4006	170.2245	178.9745	163.4751	166.7328	175.6717	168.902	177.4114	181.1913
8015735	35.9743	38.1557	37.4557	38.1044	41.3	40.1169	35.5425	43.748	41.4728	39.6109	46.2467	41.2585
8015737	210.1844	288.056	261.9332	228.8514	200.4511	209.7183	272.1464	239.364	278.5651	211.0022	243.952	224.9392
8015739	26.8729	25.8524	28.0879	24.7354	25.6597	24.8798	26.435	27.6701	26.3639	27.0759	25.2556	26.6208
8015741	192.1533	207.2254	195.5474	184.0209	174.0898	181.5288	203.0853	196.1586	183.9948	183.2093	182.3968	194.1127
8015757	50.8619	67.0186	54.2357	57.606	45.9448	48.7395	55.7388	54.7822	68.2919	59.8636	53.7038	59.2921
8015759	1653.8295	1526.3807	1595.036	1784.9437	1633.0549	1635.0166	1640.3003	1756.7662	1812.8491	1705.4755	1775.9243	1985.9705
8015769	366.6635	346.398	303.853	356.6775	324.8543	311.5293	331.3391	319.9795	286.8899	381.7895	312.8395	403.8825
